Détail du scoring optimisé,,,,,,,,,,,,,,,,,,,,,,,
"Une ligne par marque x marketplace. Les marketplaces déjà présents ne sont pas éligibles aux 2 recommandations finales, mais leur score est conservé pour audit.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Marque,Nom dans scoring initial,Pays,Catégorie optimisée,Marketplace,Déjà présent ?,Score optimisé,Priorité,Score initial,Fit catégorie,Fit géographique,Échelle commerciale,Readiness ops/wholesale,Fit positionnement,Incrémentalité,Story/durabilité,Pénalité risque,Score modèle brut,CA estimé utilisé ($M),Effectif min utilisé,Intl.,Durable,Positionnement,Notes data
Yves Salomon,Yves Salomon,France,Womenswear RTW,Nordstrom,Non,"86,3",P1 — Fort potentiel,"80,0","27,0","10,0","15,0","10,0","9,0","6,0","5,0","0,0","87,0","20,0",50,High,TRUE,ultra_luxury,OK
Yves Salomon,Yves Salomon,France,Womenswear RTW,John Lewis,Non,"84,0",P1 — Fort potentiel,"80,0","26,0","10,0","15,0","10,0","8,0","5,5","5,0","0,0","84,5","20,0",50,High,TRUE,ultra_luxury,OK
Yves Salomon,Yves Salomon,France,Womenswear RTW,La Redoute,Non,"75,2",P2 — Recommandé,"95,0","27,0","12,0","15,0","10,0","5,0","4,0","5,0","-10,0","73,0","20,0",50,High,TRUE,ultra_luxury,OK
Yves Salomon,Yves Salomon,France,Womenswear RTW,Debenhams,Non,"70,1",P2 — Recommandé,"80,0","28,0","10,0","15,0","10,0","5,0","5,0","3,0","-12,0","69,0","20,0",50,High,TRUE,ultra_luxury,OK
arch4,arch4,UK,Knitwear / Cashmere,John Lewis,Oui,"79,0",P2 — Recommandé,,"26,0","12,0","9,0","12,0","12,0","4,0","4,0","-5,0","79,0","2,0",5,High,TRUE,luxury_premium,OK
arch4,arch4,UK,Knitwear / Cashmere,Nordstrom,Non,"78,8",P2 — Recommandé,"72,0","25,0","10,0","9,5","11,0","11,0","6,0","4,0","-2,0","79,5","2,0",5,High,TRUE,luxury_premium,OK
arch4,arch4,UK,Knitwear / Cashmere,La Redoute,Non,"77,6",P2 — Recommandé,"92,0","26,0","10,0","10,0","12,0","8,0","6,0","4,0","-5,0","76,0","2,0",5,High,TRUE,luxury_premium,OK
arch4,arch4,UK,Knitwear / Cashmere,Bloomingdale's,Non,"75,0",P2 — Recommandé,"57,0","28,0","9,0","9,0","11,0","12,0","6,0","2,0","-5,0","77,0","2,0",5,High,TRUE,luxury_premium,OK
arch4,arch4,UK,Knitwear / Cashmere,Galeries Lafayette,Non,"69,8",P3 — Test / à cadrer,"72,0","27,0","11,0","5,0","11,0","12,0","6,0","2,5","-10,0","69,5","2,0",5,High,TRUE,luxury_premium,OK
arch4,arch4,UK,Knitwear / Cashmere,Debenhams,Non,"69,5",P3 — Test / à cadrer,"92,0","22,0","12,0","10,0","12,0","7,0","4,0","2,0","-7,0","67,0","2,0",5,High,TRUE,luxury_premium,OK
lemlem,lemlem,USA,Swimwear / Resort,Nordstrom,Oui,"86,5",P1 — Fort potentiel,,"27,0","12,0","13,5","9,0","12,0","3,0","5,0","0,0","86,5","5,0",25,Medium,TRUE,premium_contemporary,OK
lemlem,lemlem,USA,Swimwear / Resort,La Redoute,Non,"86,0",P1 — Fort potentiel,"100,0","26,0","8,0","13,5","10,0","12,0","5,0","5,0","0,0","84,5","5,0",25,Medium,TRUE,premium_contemporary,OK
lemlem,lemlem,USA,Swimwear / Resort,Debenhams,Non,"84,2",P1 — Fort potentiel,"100,0","25,0","10,0","13,5","10,0","12,0","4,0","3,0","0,0","82,5","5,0",25,Medium,TRUE,premium_contemporary,OK
lemlem,lemlem,USA,Swimwear / Resort,John Lewis,Non,"83,9",P1 — Fort potentiel,"90,0","26,0","9,0","12,7","10,0","11,0","4,5","5,0","0,0","83,2","5,0",25,Medium,TRUE,premium_contemporary,OK
lemlem,lemlem,USA,Swimwear / Resort,Bloomingdale's,Oui,"79,7",P2 — Recommandé,,"25,0","12,0","12,7","9,0","10,0","3,0","3,0","0,0","79,7","5,0",25,Medium,TRUE,premium_contemporary,OK
lemlem,lemlem,USA,Swimwear / Resort,Galeries Lafayette,Non,"77,1",P2 — Recommandé,"77,0","30,0","8,0","10,6","9,0","9,0","5,0","3,5","-3,0","77,1","5,0",25,Medium,TRUE,premium_contemporary,OK
sorellina Jewellery,sorellina Jewellery,USA,Fine Jewelry,Nordstrom,Oui,"77,0",P2 — Recommandé,,"28,0","12,0","10,0","9,0","11,0","3,0","1,0","-2,0","77,0","2,0",5,Medium,FALSE,luxury_premium,OK
sorellina Jewellery,sorellina Jewellery,USA,Fine Jewelry,Bloomingdale's,Oui,"76,5",P2 — Recommandé,,"30,0","12,0","9,5","9,0","12,0","3,0","1,0","-5,0","76,5","2,0",5,Medium,FALSE,luxury_premium,OK
sorellina Jewellery,sorellina Jewellery,USA,Fine Jewelry,John Lewis,Non,"64,8",P3 — Test / à cadrer,"72,0","19,0","9,0","9,5","10,0","11,0","4,5","1,0","-5,0","64,0","2,0",5,Medium,FALSE,luxury_premium,OK
sorellina Jewellery,sorellina Jewellery,USA,Fine Jewelry,Galeries Lafayette,Non,"59,0",Watchlist — faible fit,"72,0","25,0","8,0","5,5","9,0","12,0","5,0","1,0","-13,0","57,5","2,0",5,Medium,FALSE,luxury_premium,OK
sorellina Jewellery,sorellina Jewellery,USA,Fine Jewelry,La Redoute,Non,"46,7",Watchlist — faible fit,"57,0","16,0","8,0","10,5","10,0","8,0","5,0","1,0","-18,0","45,5","2,0",5,Medium,FALSE,luxury_premium,OK
sorellina Jewellery,sorellina Jewellery,USA,Fine Jewelry,Debenhams,Non,"46,7",Watchlist — faible fit,"57,0","18,0","10,0","10,5","10,0","7,0","4,0","1,0","-20,0","45,5","2,0",5,Medium,FALSE,luxury_premium,OK
ÉTERNE,ÉTERNE,USA,Womenswear RTW,Bloomingdale's,Oui,"82,8",P1 — Fort potentiel,,"28,0","12,0","10,8","11,0","12,0","3,0","1,0","0,0","82,8","3,0",11,High,FALSE,luxury_premium,OK
ÉTERNE,ÉTERNE,USA,Womenswear RTW,Nordstrom,Oui,"81,4",P1 — Fort potentiel,,"27,0","12,0","11,4","11,0","11,0","3,0","1,0","0,0","81,4","3,0",11,High,FALSE,luxury_premium,OK
ÉTERNE,ÉTERNE,USA,Womenswear RTW,John Lewis,Non,"81,0",P1 — Fort potentiel,"87,0","26,0","9,0","10,8","12,0","12,0","4,5","1,0","0,0","80,3","3,0",11,High,FALSE,luxury_premium,OK
ÉTERNE,ÉTERNE,USA,Womenswear RTW,La Redoute,Non,"75,1",P2 — Recommandé,"95,0","27,0","8,0","11,9","12,0","8,0","5,0","1,0","-5,0","72,9","3,0",11,High,FALSE,luxury_premium,OK
ÉTERNE,ÉTERNE,USA,Womenswear RTW,Debenhams,Non,"75,1",P2 — Recommandé,"95,0","28,0","10,0","11,9","12,0","8,0","4,0","1,0","-7,0","72,9","3,0",11,High,FALSE,luxury_premium,OK
ÉTERNE,ÉTERNE,USA,Womenswear RTW,Galeries Lafayette,Non,"73,4",P2 — Recommandé,"72,0","30,0","8,0","9,5","11,0","12,0","5,0","1,0","-8,0","73,5","3,0",11,High,FALSE,luxury_premium,OK
